Cliente,valorTotal,qCom,uCom,vProd,vUnCom,xProd,indTot,qCom (2),uCom (2),vProd (2),vUnCom (2),xProd (2),indTot (2),qCom (3),uCom (3),vProd (3),vUnCom (3),xProd (3),indTot (3),qCom (4),uCom (4),vProd (4),vUnCom (4),xProd (4),Scored Labels
1593,30.04,0.438,KG,30.04,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1594,11.79,0.172,KG,11.79,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1595,34.7,0.506,KG,34.71,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1596,18.65,0.272,KG,18.65,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1597,60.29,0.88,KG,60.29,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1598,50.07,0.73,KG,50.07,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1599,65.16,0.95,KG,65.17,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1600,16.6,0.242,KG,16.6,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1601,25.65,0.374,KG,25.65,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1602,30.87,0.45,KG,30.87,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1603,54.73,0.798,KG,54.74,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1604,33.61,0.49,KG,33.61,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1605,47.54,0.69,KG,47.54,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1606,41.02,0.598,KG,41.02,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1607,24.28,0.354,KG,24.28,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1608,29.36,0.428,KG,29.36,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1609,25.65,0.374,KG,25.65,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1610,19.2,0.28,KG,19.2,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1611,31,0.452,KG,31,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1612,33.6,0.49,KG,33.61,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1613,21.12,0.308,KG,21.12,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1614,29.22,0.426,KG,29.22,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1615,89.85,1.31,KG,89.86,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1616,51.44,0.75,KG,51.45,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1617,134.57,1.96,KG,134.58,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1618,106.73,1.556,KG,106.74,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1619,19.61,0.286,KG,19.61,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1620,47.59,0.694,KG,47.6,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1621,76.67,1.118,KG,76.69,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1622,29.49,0.43,KG,29.49,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1623,27.16,0.396,KG,27.16,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1624,24.42,0.356,KG,24.42,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1625,44.86,0.654,KG,44.86,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1626,72.84,1.062,KG,72.85,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1627,78.87,1.15,KG,78.89,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1628,57.2,0.834,KG,57.21,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1629,34.97,0.51,KG,34.98,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1630,46.23,0.674,KG,46.23,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
